id,category_id,name,composition,rating,unit,cooking,priceUnit,price,proteins,fats,carbohydrates,nutritionKcal,nutritionKj,storageConditions,shelfLife,vegan,review_count
1893,88,"Ребра свиные «Деликатесные», 1.3 кг","ребрышки свиные, маринад (вода питьевая, масло растительное), соль поваренная пищевая, смесь специй: перец красный, петрушка, паприка сладкая; пищевые добавки: стабилизаторы Е450,Е451, усилитель вкуса и аромата Е621, антиокислитель Е315, Е316.",5,кг,False,1 кг,611,12,33.1,0,345.9,1448.2,при температуре от 0 до +4 С - не более 24 часов,5,0,1
3043,88,"Купаты «Барбекю», 500 г","филе бедра цыпленка-бройлера, свинина полужирная, филе грудок цыпленка-бройлера, мясо механической обвалки, говядина, вода питьевая, соль поваренная пищевая, пшеничная клетчатка, специи: перец черный молотый, тмин, виноградный сахар, экстракт черного перца, ароматизатор коптильный натуральный, усилитель вкуса и аромата глутамат натрия, декстроза, регулятор кислотности цитрат натрия, антиокислитель пиросульфит натрия, изоаскорбат натрия.",5,шт,False,1 шт,315,17.4,14.5,1.2,209.0,874.4,при t от 0 до +4°С,5,0,1
3044,88,"Купаты куриные, 500 г","филе бедра цыпленка-бройлера, филе грудок цыпленка-бройлера, мясо механической обвалки, шкура куриная, лук репчатый, вода питьевая, пшеничная клетчатка, соль поваренная пищевая, специи: чеснок, перец черный, перец белый, лук, петрушка, укроп, усилитель вкуса и аромата глутамат натрия, декстроза, регулятор кислотности цитрат натрия, антиокислитель пиросульфит натрия, изоаскорбат натрия.",4,шт,False,1 шт,281,15,12.4,1.4,178.4,746.4,при t от 0 до +4°С,5,0,1
40484,92,"Терпуг в перечном маринаде в/у, зам, вес","терпуг, вода питьевая, масло растительное, смесь пяти перцев: черный, душистый, белый, зеленый, розовый; сахар, соль пищевая, лимонная кислота, чеснок сушеный, экстракт паприки",0,шт,False,1 шт,1350,18,3,0,100.0,418.7,при t от-18⁰С,180,0,0
5015,215,Форель филе-ломтик слабосолёное 160 гр,"Форель, соль поваренная пищевая,сахар,консервант Е 211.",0,шт,False,1 шт,595,18,4,0,108.0,0.0,срок хранения при температуре  при t от 0  до +6,5,0,0
40486,215,"Окунь с итальянскими травами в/у, зам, вес (макс. вес - 0,6 кг)","окунь морской, вода питьевая, масло растительное, смесь сушеных пряностей (горчичное семя, морковь, лимонная цедра, лук, петрушка; перец белый, красный, черный; куркума, кориандр, укроп, фенугрек, сельдерей, базилик, лавровый лист, майоран, чеснок, шалфей, чабер, орегано, розмарин, тимьян, мята), экстракт паприки, соль пищевая.",0,кг,False,1 кг,1350,18,3,0,100.0,418.7,при t от-18⁰С,180,0,0
40483,215,"Скумбрия в сливочно-грибном маринаде  в/у, зам, вес (макс. вес - 0,9 кг)","скумбрия, грибы шампиньоны, соевый соус (вода питьевая, соя, пшеница, соль пищевая), сухое молоко, растительное масло, сливочное масло (сливки пастеризованные), сахар, пряности (паприка, фенугрек, кориандр, укроп, сельдерей, петрушка, базилик, лавровый лист, майоран, перец красный и белый, куркума, чеснок, горчичное семя, морковь, лимонная цедра, лук)",0,кг,False,1 кг,1350,15,11,1,160.0,669.9,при t от-18⁰С,180,0,0
22466,92,"Мидии в чесночном масле, 0,15 кг","Мидии (Mytilus edulis),  масло растительное, соль поваренная пищевая, сахар,  петрушка – зелень, чеснок свежий.",0,шт,False,1 шт,249,10.5,40,5,420.0,1758.5,при t от 0⁰С до +6⁰С,14,0,0
21062,78,"Дорадо для запекания (п/ф), зам, (макс. вес - 0,65кг)","дорадо, масло растительное, лимон, соль пищевая, можжевеловые ягоды, сахар",0,кг,True,1 кг,2450,18,9,0,160.0,669.9,при t от-18⁰С,180,0,0
40485,215,"Форель с лимоном в/у, зам, вес (макс. вес - 0,9 кг)","форель радужная, лимон, вода питьевая, масло растительное, сахар, паприка красная молотая, соль пищевая, перец красный молотый, экстракт розмарина",0,кг,False,1 кг,2150,17,7,0,140.0,586.2,при t от-18⁰С,180,0,0
2549,31,"Лед пищевой, шт",Вода,0,шт,False,1 шт,69,0,0,0,0.0,0.0,Нет,180,0,0
22502,67,"Фарш Свиной, кат В, охл, 0,4 кг","Свинина полужирная, регулятор кислотности: цитрат натрия, антиокислитель: пиросульфит натрия",0,шт,False,1 шт,208,16,21.6,0,259.0,1083.7,при t от +2 до +6 °С - не более 72 часов с момента изготовления,3,0,0
2996,66,"Фарш Подмосковный, охл, 0,4 кг","говядина, консервант: ацетат натрия, гидросульфит натрия, цитрат натрия, высушенный сироп глюкозы",0,шт,False,1 шт,356,15.7,18.7,0.4,974.3,232.7,при t от 0 до 4 °С - не более 24 часов,3,0,0
1202,114,"Гуляш ""Деликатесный"" свинной (средний вес - 0,600 кг)",свинина,0,кг,False,1 кг,625,15,18,0,220.0,920.0,при температуре от 0 до +4 град.С.- не более 24 часов,5,0,0
6641,108,"Бифштекс АЯ с мясом говядины 0,24 кг, зам.","Фарш: Мясо говядины,  лук,  соль поваренная пищевая, перец черный молотый",0,шт,False,1 шт,279,22.2,15.6,2.8,239.7,1003.5,при t -18⁰С 90 суток,90,0,0
456,178,"Фарш «Вяземский», кат В, 1 кг","мясо свинины, мясо говядины",0,шт,True,1 шт,569,14.8,23.7,0,272.5,1140.9,при температуре от 0 до +6 С- не более 24 часов,5,0,0
2452,69,"Тушка утки в маринаде ""Пикантный"" в пакете для запекания (средний вес - 2,000 кг)","Тушка утки, масло растительное, вода питьевая, соль поваренная пищевая, специи: паприка сладкая, петрушка зелень сушеная, горчичное семя, лук сушеный, пищевые добавки: стабилизатор Е450, ароматизатор: ароматизатор мяса, усилитель вкуса и аромата Е621, антиокислитель Е300",0,кг,False,1 кг,429,12,38,0,390.0,1632.8,при t от -2 до +6 °С- не 24 часов,7,0,0
40469,69,"Отбивная в панировке Правильный рецепт, охл, вес (средний вес - 0.5кг)","филе грудок цыплят-бройлеров, панировочный сухарь (мука пшеничная, дрожжи хлебопекарные, соль поваренная пищевая, сахар, стабилизатор: карбонат кальция, антиокислитель: аскорбиновая кислота), масло подсолнечное, вода питьевая, специи: чеснок, перец черный, перец белый, лук, петрушка, укроп, усилитель вкуса и аромата: глутамат натрия, соль поваренная пищевая, регулятор кислотности цитрат натрия, антиокислители: пиросульфит натрия, изоаскорбат натрия, стабилизатор: пирофосфат натрия, трифосфат натрия",0,гр,False,100 гр,58,21.9,3.9,6.9,149.5,625.5,при t от 0 до 6 °С - не более 24 часов в течение общего срока годности,7,0,0
2626,69,"Стрипсы из курицы, охл, 350 гр","филе грудки куриное, масло растительное, соль поваренная пищевая, смесь специй (перец черный молотый, чеснок, петрушка, укроп, лук сушеный, куркума), панировочный сухарь (мука пшеничная, соль, дрожжи, растительное масло), кукурузные хлопья, регулятор кислотности Е331, антиокислители Е223, Е316, стабилизатор Е450, Е451.",0,шт,False,1 шт,231,21.6,3.2,9.8,151.5,633.8,при t от 0 до +6 °С- не более 7 суток,7,0,0
2627,69,"Стрипсы из курицы «Острые», охл, 350 гр","филе грудки куриное, масло растительное, соль поваренная пищевая, специи: кайенский перец, куркума, панировочный сухарь (мука пшеничная, соль поваренная пищевая, дрожжи, подсолнечное  масло), кукурузные хлопья, регулятор кислотности Е331, антиокислители Е223, Е316, стабилизатор Е450, Е451.",0,шт,False,1 шт,231,21.4,3.2,9.7,150.6,626.9,при t от 0 до +6 °С- не более 7 суток,7,0,0
21200,69,"Цыпленок-гриль в маринаде (Барбекю), в/у, охл, вес","тушка цыпленка-бройлера, маринад: вода питьевая, масло подсолнечное, соль поваренная пищевая, петрушка, перец красный",0,шт,True,1 шт,389,16,14,1,204.0,854.1,при t от -2 до 6 °С не более 24 часов в течение общего срока годности,7,0,0
1195,69,"Цыпленок тушка, охл (средний вес 1,800 кг)",цыпленок тушка первого сорта охлажденная,0,кг,False,1 кг,490,16,14,0,190.0,795.0,при t от 0°C до +4°С - 4 суток,4,0,0
348,69,"Фарш «Оригинальный», 1 кг",мясо птицы,0,шт,False,1 шт,407,2.3,3.3,0.4,122.9,514.2,при температуре от 0 до +6 С- не более 24 часов,5,0,0
3393,69,"Котлеты из индейки Нежные, зам, 0,4 кг","Филе грудки индейки, филе бедра индейки, яйцо куриное, лук репчатый, соль поваренная пищевая, перец черный молотый",0,шт,False,1 шт,369,16.9,5.2,0.6,118.9,497.0,при t не выше минус 18 °С - не более 30 суток в течение общего срока годности,30,0,0
2452,69,"Тушка утки в маринаде ""Пикантный"" в пакете для запекания (средний вес - 2,000 кг)","Тушка утки, масло растительное, вода питьевая, соль поваренная пищевая, специи: паприка сладкая, петрушка зелень сушеная, горчичное семя, лук сушеный, пищевые добавки: стабилизатор Е450, ароматизатор: ароматизатор мяса, усилитель вкуса и аромата Е621, антиокислитель Е300",0,кг,False,1 кг,429,12,38,0,390.0,1632.8,при t от -2 до +6 °С- не 24 часов,7,0,0
33749,134,"Набор из мяса утенка ""Для рагу"", охл. (средний вес - 900 гр)","Кости с прирезями мышечной ткани от грудной, спинно-лопаточной, пояснично-крестцовой частей тушек утят, с добавлением шеи, кожи, крыла.",0,кг,False,1 кг,164,16,13,0,190.0,780.0,При температуре от -1°С до +2°С не более 7 суток,7,0,0
33751,134,"Филе грудки утёнка, охл, вес. (средний вес - 700 гр)",Филе грудки утенка с кожей,0,кг,False,1 кг,824,18,6,0,140.0,590.0,При температуре от -1°С до +2°С не более 10 суток,10,0,0
848,71,"Рагу свиное (средний вес - 1,300 кг)",рагу свиное,0,кг,False,1 кг,195,17,27.8,0,318.2,1332.2,при темперутуре от 0 до +6 С - не боле 72 часов,3,0,0
33732,134,"Печень цыплят-бройлеров, охл. (средний вес - 700 гр)",Печень цыплят-бройлеров,0,кг,False,1 кг,259,18,10,0,160.0,660.0,При температуре от -1°С до +2°С не более 5 суток,5,0,0
33743,134,"Шея цыплят-бройлеров, охл. (средний вес - 600 гр)",Шея цыплят-бройлеров,0,кг,False,1 кг,134,14,13,0,170.0,690.0,При температуре от -1°С до +2°С не более 5 суток,5,0,0
33730,134,"Мышечный желудок цыплят-бройлеров, охл. (средний вес - 800 гр)",Мышечный желудок цыплят-бройлеров,0,кг,True,1 кг,269,20,7,0,140.0,600.0,При температуре от -1°С до +2°С не более 7 суток,5,0,0
33717,134,"Голень с кожей цыплят-бройлеров, охл. (средний вес - 1 кг)",Голень с кожей цыплят-бройлеров,0,шт,True,1 шт,275,18,7,0,140.0,590.0,При температуре от -1°С до +2°С не более 7 суток,7,0,0
33724,134,"Грудка с кожей цыплят-бройлеров, охл. (средний вес - 700 гр)",Грудка с кожей цыплят-бройлеров,0,кг,False,1 кг,289,21,5,0,130.0,540.0,При температуре от -1°С до +2°С не более 7 суток,7,0,0
33436,134,"Филе бедра цыплят-бройлеров, охл. (средни вес - 1 кг)",Окорочок бескостный без кожи цыплят-бройлеров,0,шт,True,1 шт,459,18,7,0,140.0,590.0,При температуре от -1°С до +2°С не более 5 суток,5,0,0
22435,214,"Полутушка утят в маринаде Бруснично-клюквенный, в/у, охл, вес","полутушка утенка, вода питьевая,  масло подсолнечное , соль поваренная пищевая, специи: перец черный, перец белый, чеснок, паприка, брусника сублимационной сушки, экстракт дрожжей, усилитель вкуса и аромата глутамат натрия, сахароза, крахмал картофельный, ароматизатор «клюква», декстроза, регулятор кислотности: цитрат натрия, пирофосфат натрия, трифосфат натрия; загуститель: каррагинан; антиокислитель: пиросульфит натрия, изоаскорбат натрия, аскорбат натрия, лимонная кислота",0,шт,False,1 шт,580,9.7,20,2.4,226.5,947.7,при t от 0 до 4 °С - не более 24 часов в течении общего срока годности,7,0,0
33738,134,"Сердце цыплят-бройлеров, охл. (средний вес - 700 гр)",Сердце цыплят-бройлеров,0,кг,False,1 кг,419,15,10,0,150.0,630.0,При температуре от -1°С до +2°С не более 5 суток,5,0,0
33744,134,"Курица желтая, охл. (средний вес - 2 кг)",Курица кукурузного откорма,0,кг,False,1 кг,305,19,13,0,200.0,840.0,При температуре от -1°С до +2°С не более 5 суток,5,0,0
33742,134,"Филе грудки цыплят-бройлеров, охл. (средний вес - 1 кг)",Филе грудки цыплят-бройлеров,0,шт,False,1 шт,389,21,2,0,110.0,460.0,При температуре от -1°С до +2°С не более 7 суток,7,0,0
33716,134,"Бедрышко цыплят-бройлеров, охл. (средний вес - 1 кг)",Бедрышко цыплят-бройлеров,0,шт,True,1 шт,229,18,8,0,140.0,590.0,При температуре от -1°С до +2°С не более 7 суток,7,0,0
33726,134,"Крылышко (целое) цыплят-бройлеров, охл. (средний вес - 1 кг)",Крылышко (целое) цыплят-бройлеров,0,шт,False,1 шт,289,17,10,0,160.0,670.0,При температуре от -1°С до +2°С не более 7 суток,7,0,0
1932,219,"Тушка бройлера, охл. (средний вес - 1,800 кг) *",тушка цыпленка-бройлера 1 сорт потрошенная; * - продажа данной продукции в одни руки до 8кг,5,кг,False,1 кг,219,16,14,0,190.0,795.5,при температуре от 0 до +2С - 48 часов,7,0,2
60,36,Закуска заливная Русская,"вода питьевая, филе куриное вареное,говядина вареная,свинина вареная,яйцо перепелиное вареное,горчица зерновая,шампиньоны отварные,огурцы маринованные,лук жареный,укроп зеленый,желатин пищевой,перец черный молотый",0,шт,False,1 шт,258,11,8,1,120.0,510.0,при t от 0 до 6 °С - не более 5 суток,5,0,0
1431,35,"Колбаса «Пепперони» с/к, 245 г","Шпик свиной, свинина нежирная, говядина первого сорта, стартовые культуры, специи: паприка, кориандр, перец красный молотый, чеснок. Пищевые добавки: соль нитритная( поваренная соль, нитрит натрия (фиксатор окраски)).",5,шт,False,1 шт,393,13,64,0,630.0,2629.3,при t от 0 до 6 °С- не более 10 суток,180,0,1
1723,171,"Колбаса ""На окрошечку"" вареная 500гр","Говядина 2 сорт, мясо птицы, свинина полужирная, свинина жирная, смесь специй: перец черный, перец белый, перец душистый. Пищевые добавки: соль нитритная (поваренная соль, нитрит натрия(фиксатор окраски)), пищевой краситель  - ферментированный рис.",0,шт,False,1 шт,194,16,14,0.1,200.0,840.0,,45,0,0
2058,36,"Сервелат ""Ореховый"", п/к, 200 г","говядина в/с, мясо птицы, шпик хребтовый,орех кедровый, смесь специй:перец черный, перец душистый, мускатный орех, пищевые добавки:нитритная соль ( соль поваренная пищевая, Е250)",5,шт,False,1 шт,174,15.5,28.8,1.4,326.8,1368.2,при t от 0 до 6 °С-не более 72 часов,30,0,1
2934,35,"Колбаса Венеция с/к, в/у, ПОРЦ, 0,25 кг","Свинина нежирная, свинина полужирная, стартовые культуры, специи: перец черный молотый, мускатный орех, пищевые добавки: соль нитритная (поваренная соль, нитрит натрия (фиксатор окраски)), усилитель вкуса и аромата Е621, антиокислитель -Е301.",0,шт,False,1 шт,383,18.2,50.6,0,529.0,2213.0,при t от 0 до +6 °С- не более 72 часов,60,0,0
2609,35,"Колбаса «Фирменная», в/к, 300 г","говядина высший сорт, шпик хребтовый, смесь специй: перц черный, перец белый, мускатный орех; пищевые добавки: нитритная соль (поваренная соль, нитрит натрия (фиксатор окраски)).",0,шт,True,1 шт,339,13.8,34.6,0.6,369.0,1544.9,при температуре от 0 до +6°С,25,0,0
21199,35,"Колбаса Элитная, с/к, кат А, в/у, 0,2 кг","Говядина высшего сорта, жир сырец говяжий, стартовые культуры, специи: перец черный молотый, перец душистый молотый, чеснок, пищевые добавки: соль нитритная (соль поваренная пищевая, нитрит натрия (фиксатор окраски)), антиокислители: аскорбат натрия, лимонная кислота, стабилизатор: цитрат натрия, пищевой краситель: кармин.",0,шт,False,1 шт,530,15.2,29.9,0,329.0,1377.4,при t от 0 до 6 °С - не более 72 часов в течение общего срока годности,60,0,0
1055,35,"Колбаса Элитная, в/к, кат А, 0,35 кг","Говядина в/с, шпик свиной, сахар, смесь специй: перец черный, мускатный орех, кардамон.Пищевые добавки: нитритная соль (поваренная соль, нитрит натрия (фиксатор окраски)), антиокислитель Е300, Е301, регулятор кислотности Е330, усилитель вкуса и аромата Е621.",0,шт,False,1 шт,469,13.8,34.6,0.6,369.0,1544.9,при t от 0 до 6 °С- не более 72 часов,30,0,0
2039,35,"Колбаса куриная ""Деликатесная"" сырокопченая 245 гр","Филе грудки куриное, шпик хребтовый, стартовые культуры, специи: перец белый молотый, кардамон, чеснок, пищевые добавки: соль нитритная( поваренная соль, нитрит натрия(фиксатор окраски)).",0,шт,False,1 шт,275,23.7,39.7,0.4,453.0,1898.0,при t от 0 до 6 °С- не более 10 суток,180,0,0
2816,35,"Колбаса «Балыковая», п/к, 320 г","филе бедра куриное с кожей, вода питьевая, крахмал картофельный, смесь специй: сельдерей, перец черный, перец душистый; пищевые добавки: нитритная соль(поваренная соль, нитрит натрия(фиксатор окраски)), пищевой краситель ферментированный рис.",0,шт,False,1 шт,216,0,0,0,0.0,0.0,при температуре от 0 до +6°С,25,0,0
2178,35,"Колбаса Брауншвейгская, с/к, кат А, 245 г","Говядина высшего сорта, свинина нежирная, шпик хребтовый, стартовые культуры,специи: перец черный молотый, пищевые добавки: соль нитритная(поваренная соль, нитрит натрия(фиксатор окраски))",0,шт,False,1 шт,443,15,53,0,537.0,2248.3,при t от 0 до +12 °С- не более 72 часов,120,0,0
2847,35,"Колбаса «Пармская», с/к, 290 г","свинина полужирная, свинина жирная, говядина первый сорт, сахар, стартовые культуры, специи: перец черный молотый, чеснок,розмарин, пищевые добавки: нитритная соль (поваренная соль, нитрит натрия (фиксатор окраски), усилитель вкуса и аромата Е621, антиокислитель Е301.",0,шт,False,1 шт,425,16.4,58.1,0,588.0,2462.0,,60,0,0
2201,36,"Колбаса Домашняя п/к (из мяса птицы), в/у, вес","Мясо птицы механической обвалки, мясо птицы, шпик свиной, крахмал картофельный, пшеничная клетчатка, смесь специй: перец черный молотый, перец душистый, мускатный орех, пищевые добавки: нитритная соль( поваренная соль, нитрит натрия (фиксатор окраски), сахар, декстроза, регулятор кислотности Е575, усилитель вкуса и аромата Е621, антиокислитель Е316, пищевой краситель -ферментированный рис.",0,шт,False,1 шт,529,14.2,17.7,2.6,226.5,937.9,,30,0,0
1453,35,"Колбаса «ОстАкинскАя», вар, 450 г","Свинина полужирная, говядина в/с, яйца куриные, вода питьевая, смесь специй : мускатный орех. Пищевые добавки: нитритная соль (поваренная соль, нитрит натрия (фиксатор окраски)).",0,шт,False,1 шт,226,12.6,14.5,0.3,183.1,766.6,при t от 0 до 6 °С- не более 48 часов,45,0,0
27325,35,Колбаса Кузбасская в/к. 300 гр,"Говядина, мясо цыпленка - бройлера, смесь специй: перец черный, мускатный орех, тмин, пищевые добавки: нитритная соль (соль поваренная пищевая, нитрит натрия (фиксатор окраски)), пищевой краситель: уголь растительный; стабилизаторы: пирофосфат натрия, трифосфат натрия; антиокислитель: аскорбиновая кислота; усилитель вкуса и аромата: глутамат натрия; ароматизатор: говядина",0,шт,False,1 шт,365,21.4,5.7,0,140.8,588.5,при t от 0 до 6 °С - не более 72 часов в пределах общего срока годности,20,0,0
2931,35,"Колбаса Украинская п/к, кат Б, ПОРЦ. НАР., в/у, 0,32 кг","Говядина 1сорта, свинина нежирная, шпик, смесь специй: перец черный, тмин, кориандр, чеснок, пищевые добавки: нитритная соль (поваренная соль, нитрит натрия(фиксатор окраски))",0,шт,False,1 шт,226,15,41,0,429.0,1796.1,при температуре от 0 до 6 С - не более 72 часов,25,0,0
911,35,"Колбаса «Шахтерская» п/к, 450 г","Свинина полужирная, свинина жирная, мясо птицы, мясо птицы механической обвалки, чеснок граннулированный, смесь специй: перец черный молотый, перец душистый молотый, перец белый молотый, пищевые добавки: нитритная соль(поваренная соль, нитрит натрия (фиксатор окраски))",5,шт,False,1 шт,263,14.1,23,0.4,265.0,1097.1,при t от 0 до 6 °С- не более 72 часа,30,0,1
1103,184,"Колбаса «Краковская» п/к, 410 г","говядина 1с, свинина полужирная, грудинка свиная, смесь специй: чеснок, перец черный перец душистый, пищевые добавки: соль нитритная  (поваренная соль, натрит натрия(фиксатор окраски)).",0,шт,False,1 шт,418,14,45,0,461.0,1930.0,при температуре от 0 до +6 С -не более 72 часов,30,0,0
2848,36,"Салями «Георгиевская», 290 г","свинина нежирная, мясо птицы, шпик хребтовой, стартовые культуры, специи: перец черный молотый, перец душистый молотый, орегано, мускатный орех молотый, пищевые добавки: нитритная соль (повареная соль, нитрит натрия (фиксатор окраски)), антиокислитель Е301, ферментированный рис.",0,шт,False,1 шт,436,18.7,49.6,0,521.0,2183.0,при t от 0 до 6 °С- не более 10 суток,60,0,0
1869,36,"Сервелат ""Классический"", в/к, 340 г","говядина 1с, мясо птицы, свинина полужирная, шпик хребтовый, смесь специй: перец белый, перец черный, пищевые добавки: нитритная соль (поваренная соль, нитрит натрия(фиксатор окраски)), стабилизатор Е 450.",0,шт,False,1 шт,188,14.1,23,0.4,265.0,1097.1,при температуре от 0 до 6 С -не более 72 часов,30,0,0
1386,37,"Торт печеночный (средний вес - 0,580 кг)","печень свиная, печень цыпленка-бройлера, шпик свиной, крупа манная, майонез, яйцо куриное, соль поваренная пищевая, перец черный молотый, соус тар-тар (масло подсолнечное, вода питьевая, масло горчичное, яичный порошок, стабилизатор, ароматизатор Горчица, сахар, соль поваренная, огурцы маринованные, укроп, петрушка, чеснок, уксус, консервант сорбат калия), морковь по-корейски (морковь свежая, масло растительное, сахар-песок, уксус 9%, корейская приправа ""Для моркови"").",5,гр,False,100 гр,65.3,12.5,25,1.3,282.9,1184.4,при температуре  от +2 до 6 °С-не более 72 часов,3,0,1
60,36,Закуска заливная Русская,"вода питьевая, филе куриное вареное,говядина вареная,свинина вареная,яйцо перепелиное вареное,горчица зерновая,шампиньоны отварные,огурцы маринованные,лук жареный,укроп зеленый,желатин пищевой,перец черный молотый",0,шт,False,1 шт,258,11,8,1,120.0,510.0,при t от 0 до 6 °С - не более 5 суток,5,0,0
1070,35,"Пастрома ""Традиционная"" (средний вес - 0,200 кг)","свинина, вода питьевая, чеснок, перец черный; пищевые добавки: соль нитритная (поваренная соль, нитрит натрия(фиксатор окраски)), стабилизатор Е450, Е451.",0,гр,False,100 гр,90.5,12.7,33,0,348.1,1457.4,при t от 0 до +6 С-не более 72 часов,20,0,1
3305,37,"Чипсы мясные пикантные из свинины, 0,04кг","Свинина, вода, соевые бобы, пшеница, соль, лук, чеснок, паприка, острый перец, нитритная соль",0,шт,False,1 шт,265,67,10,5,380.0,1590.0,"при t от 2°C до 25°C 3 месяца; после вскрытия упаковки хранить с соблюдением условий хранения и срока годности, после вскрытия 72 часа",90,0,0
7238,35,"Ломтики сыровяленые из говядины, 80 гр","мясо говядины, фарш куриный ММО, соль поваренная пищевая, молочная сыворотка, концентрат белка молочной сыворотки, декстроза, паприка, экстракты пряностей (перец чёрный, перец чили), антиокислитель (Е316), ароматизатор пищевой со вкусом мяса, агент влагоудерживающий (Е420), усилители вкуса и аромата (Е621), (Е627, Е631)",0,шт,False,1 шт,175,35.2,19.7,8.9,354.0,1482.0,При t от 0°С до +6°С. После вскрытия хранить не более 72 часов,60,0,0
463,219,"Бекон ""Традиционный"" (средний вес - 0,300 кг)","грудинка свиная, вода питьевая, перец белый, мускатный орех; пищевые добавки: соль нитритная (поваренная соль, нитрит натрия(фиксатор окраски)), стабилизатор Е450.",0,гр,False,100 гр,90,7.7,59.3,0,564.9,2325.0,при температуре от 0 до +6С-не более 72 часов,20,0,0
2623,37,"Окорок ""Тамбовский"", (средний вес - 0,300 кг)","Окорок свиной, вода питьевая, соль поваренная пищевая, чеснок, перец красный",0,гр,False,100 гр,102.4,10,22,0,240.0,1004.8,при температуре от 0 до +6С- 48 часов,12,0,0
